case_id,scenario,n_affected,lag,vis_condition,channel,true_role,sub_role,break_type,homogeneous,pred_role,correct,parse_status
NA1_LAG50_014_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_014_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,cascade,C2,True,affected,True,OK
NA1_LAG50_014_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,2,affected,mild,C3,False,affected,True,OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,2,affected,mild,C3,False,unrelated,False,OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,5,affected,mild,C5,True,unrelated,False,OK
NA1_LAG50_016_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,root,False,OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,mild,C5,True,affected,True,OK
NA1_LAG50_016_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,5,affected,mild,C1,True,affected,True,OK
NA1_LAG50_017_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,mild,C1,True,unrelated,False,OK
NA1_LAG50_017_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,1,affected,cascade,C5,True,unrelated,False,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,1,affected,cascade,C5,True,unrelated,False,OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_018_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,1,affected,cascade,C3,False,affected,True,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,1,affected,cascade,C3,False,unrelated,False,OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_019_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_overlay,NA1_LAG50,1.0,50.0,overlay,5,affected,mild,C2,True,root,False,OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_020_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,mild,C2,True,unrelated,False,OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_overlay,NA1_LAG50,1.0,50.0,overlay,6,affected,cascade,C4,True,affected,True,OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_021_subplot,NA1_LAG50,1.0,50.0,subplot,6,affected,cascade,C4,True,unrelated,False,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,1,affected,mild,C4,False,unrelated,False,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,1,affected,mild,C4,False,affected,True,OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_022_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,1,affected,mild,C3,False,root,False,OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,1,affected,mild,C3,False,root,False,OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_023_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,3,affected,mild,C1,True,affected,True,OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,3,affected,mild,C1,True,unrelated,False,OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_024_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,2,affected,cascade,C1,False,root,False,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,2,affected,cascade,C1,False,unrelated,False,OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_025_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,2,affected,mild,C1,False,affected,True,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,2,affected,mild,C1,False,unrelated,False,OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_026_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_overlay,NA1_LAG50,1.0,50.0,overlay,5,affected,mild,C1,True,affected,True,OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_027_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,mild,C1,True,unrelated,False,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,4,affected,cascade,C1,True,unrelated,False,OK
NA1_LAG50_028_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,4,affected,cascade,C1,True,root,False,OK
NA1_LAG50_028_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,5,affected,mild,C2,False,affected,True,OK
NA1_LAG50_029_overlay,NA1_LAG50,1.0,50.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,5,affected,mild,C2,False,unrelated,False,OK
NA1_LAG50_029_subplot,NA1_LAG50,1.0,50.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,2,affected,mild,C4,False,affected,True,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,mild,C5,False,unrelated,False,OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,2,affected,mild,C4,False,unrelated,False,OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_000_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,mild,C5,False,unrelated,False,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,4,affected,cascade,C5,False,unrelated,False,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,5,affected,mild,C4,False,affected,True,OK
NA2_LAG10_001_overlay,NA2_LAG10,2.0,10.0,overlay,6,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,4,affected,cascade,C5,False,unrelated,False,OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,5,affected,mild,C4,False,unrelated,False,OK
NA2_LAG10_001_subplot,NA2_LAG10,2.0,10.0,subplot,6,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,3,affected,cascade,C1,True,unrelated,False,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,cascade,C1,True,unrelated,False,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,3,affected,cascade,C1,True,root,False,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_002_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,cascade,C1,True,affected,True,OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,1,affected,mild,C1,False,affected,True,OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,mild,C5,False,affected,True,OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,1,affected,mild,C1,False,unrelated,False,OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_003_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,mild,C5,False,unrelated,False,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,1,affected,cascade,C2,True,unrelated,False,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,3,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_004_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,mild,C4,False,affected,True,OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,1,affected,cascade,C2,True,affected,True,OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,3,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_004_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,mild,C4,False,affected,True,OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,1,affected,mild,C4,True,affected,True,OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,4,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_005_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,cascade,C4,True,affected,True,OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,1,affected,mild,C4,True,unrelated,False,OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_005_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,cascade,C4,True,unrelated,False,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,4,affected,cascade,C4,False,root,False,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,5,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_006_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,cascade,C3,False,unrelated,False,OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,4,affected,cascade,C4,False,unrelated,False,OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,5,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_006_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,cascade,C3,False,affected,True,OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,3,affected,cascade,C2,True,unrelated,False,OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,4,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_007_overlay,NA2_LAG10,2.0,10.0,overlay,6,affected,mild,C2,True,unrelated,False,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,1,unrelated,unrelated,,,unrelated,True,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,2,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,3,affected,cascade,C2,True,root,False,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,4,unrelated,unrelated,,,affected,False,OK
NA2_LAG10_007_subplot,NA2_LAG10,2.0,10.0,subplot,6,affected,mild,C2,True,unrelated,False,OK
NA2_LAG10_008_overlay,NA2_LAG10,2.0,10.0,overlay,1,affected,cascade,C5,True,unrelated,False,OK
NA2_LAG10_008_overlay,NA2_LAG10,2.0,10.0,overlay,2,unrelated,unrelated,,,unrelated,True,OK
