case_id,scenario,n_affected,lag,channel,true_role,sub_role,break_type,homogeneous,pred_role,correct,parse_status
NA0_LAG50_023,NA0_LAG50,0.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_023,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_023,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_024,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_024,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_024,NA0_LAG50,0.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_024,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_024,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_025,NA0_LAG50,0.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_025,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_025,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_025,NA0_LAG50,0.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_025,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_026,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_026,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_026,NA0_LAG50,0.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_026,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_026,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_027,NA0_LAG50,0.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_027,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_027,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_027,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_027,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_028,NA0_LAG50,0.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_028,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_028,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_028,NA0_LAG50,0.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_028,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_029,NA0_LAG50,0.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_029,NA0_LAG50,0.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_029,NA0_LAG50,0.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_029,NA0_LAG50,0.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA0_LAG50_029,NA0_LAG50,0.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_000,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_000,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_000,NA1_LAG10,1.0,10.0,3,affected,cascade,C4,True,affected,True,OK
NA1_LAG10_000,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_000,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_001,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_001,NA1_LAG10,1.0,10.0,2,affected,mild,C5,True,affected,True,OK
NA1_LAG10_001,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_001,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_001,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_002,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_002,NA1_LAG10,1.0,10.0,2,affected,mild,C3,True,affected,True,OK
NA1_LAG10_002,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_002,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_002,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_003,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_003,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_003,NA1_LAG10,1.0,10.0,3,affected,mild,C4,True,affected,True,OK
NA1_LAG10_003,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_003,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_004,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_004,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_004,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_004,NA1_LAG10,1.0,10.0,4,affected,mild,C5,True,affected,True,OK
NA1_LAG10_004,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_005,NA1_LAG10,1.0,10.0,1,affected,cascade,C1,False,affected,True,OK
NA1_LAG10_005,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_005,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_005,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_005,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_006,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_006,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_006,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_006,NA1_LAG10,1.0,10.0,4,affected,cascade,C4,False,affected,True,OK
NA1_LAG10_006,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_007,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_007,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_007,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_007,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_007,NA1_LAG10,1.0,10.0,6,affected,cascade,C1,True,affected,True,OK
NA1_LAG10_008,NA1_LAG10,1.0,10.0,1,affected,mild,C5,True,affected,True,OK
NA1_LAG10_008,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_008,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_008,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_008,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_009,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_009,NA1_LAG10,1.0,10.0,2,affected,mild,C2,False,affected,True,OK
NA1_LAG10_009,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_009,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_009,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_010,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_010,NA1_LAG10,1.0,10.0,2,affected,cascade,C1,False,affected,True,OK
NA1_LAG10_010,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_010,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_010,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_011,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_011,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_011,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_011,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_011,NA1_LAG10,1.0,10.0,6,affected,mild,C1,True,affected,True,OK
NA1_LAG10_012,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_012,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_012,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_012,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_012,NA1_LAG10,1.0,10.0,6,affected,cascade,C5,True,affected,True,OK
NA1_LAG10_013,NA1_LAG10,1.0,10.0,2,affected,cascade,C4,True,affected,True,OK
NA1_LAG10_013,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_013,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_013,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_013,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_014,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_014,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_014,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_014,NA1_LAG10,1.0,10.0,5,affected,mild,C4,False,affected,True,OK
NA1_LAG10_014,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_015,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_015,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_015,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_015,NA1_LAG10,1.0,10.0,4,affected,mild,C2,True,affected,True,OK
NA1_LAG10_015,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_016,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_016,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_016,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_016,NA1_LAG10,1.0,10.0,5,affected,cascade,C1,False,affected,True,OK
NA1_LAG10_016,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_017,NA1_LAG10,1.0,10.0,1,affected,mild,C2,True,affected,True,OK
NA1_LAG10_017,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_017,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_017,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_017,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_018,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_018,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_018,NA1_LAG10,1.0,10.0,4,affected,mild,C4,True,affected,True,OK
NA1_LAG10_018,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_018,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_019,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_019,NA1_LAG10,1.0,10.0,2,affected,mild,C1,False,affected,True,OK
NA1_LAG10_019,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_019,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_019,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_020,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_020,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_020,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_020,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_020,NA1_LAG10,1.0,10.0,6,affected,cascade,C4,False,affected,True,OK
NA1_LAG10_021,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_021,NA1_LAG10,1.0,10.0,2,affected,cascade,C2,True,affected,True,OK
NA1_LAG10_021,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_021,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_021,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_022,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_022,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_022,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_022,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_022,NA1_LAG10,1.0,10.0,6,affected,mild,C4,False,affected,True,OK
NA1_LAG10_023,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_023,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_023,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_023,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_023,NA1_LAG10,1.0,10.0,6,affected,mild,C4,False,affected,True,OK
NA1_LAG10_024,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_024,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_024,NA1_LAG10,1.0,10.0,4,affected,cascade,C3,True,affected,True,OK
NA1_LAG10_024,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_024,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_025,NA1_LAG10,1.0,10.0,1,affected,cascade,C3,False,affected,True,OK
NA1_LAG10_025,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_025,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_025,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_025,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_026,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_026,NA1_LAG10,1.0,10.0,3,affected,mild,C1,True,affected,True,OK
NA1_LAG10_026,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_026,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_026,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_027,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_027,NA1_LAG10,1.0,10.0,3,affected,cascade,C3,False,affected,True,OK
NA1_LAG10_027,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_027,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_027,NA1_LAG10,1.0,10.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_028,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_028,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_028,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_028,NA1_LAG10,1.0,10.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_028,NA1_LAG10,1.0,10.0,5,affected,mild,C2,True,affected,True,OK
NA1_LAG10_029,NA1_LAG10,1.0,10.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_029,NA1_LAG10,1.0,10.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_029,NA1_LAG10,1.0,10.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_029,NA1_LAG10,1.0,10.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG10_029,NA1_LAG10,1.0,10.0,6,affected,mild,C3,True,affected,True,OK
NA1_LAG50_000,NA1_LAG50,1.0,50.0,2,affected,mild,C2,True,affected,True,OK
NA1_LAG50_000,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_000,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_000,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_000,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_001,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_001,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_001,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_001,NA1_LAG50,1.0,50.0,5,affected,mild,C2,False,affected,True,OK
NA1_LAG50_001,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_002,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_002,NA1_LAG50,1.0,50.0,2,affected,mild,C2,True,affected,True,OK
NA1_LAG50_002,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_002,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_002,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_003,NA1_LAG50,1.0,50.0,2,affected,cascade,C2,True,affected,True,OK
NA1_LAG50_003,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_003,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_003,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_003,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_004,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_004,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_004,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_004,NA1_LAG50,1.0,50.0,5,affected,mild,C4,False,affected,True,OK
NA1_LAG50_004,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_005,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_005,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_005,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_005,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_005,NA1_LAG50,1.0,50.0,5,affected,cascade,C5,False,affected,True,OK
NA1_LAG50_006,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_006,NA1_LAG50,1.0,50.0,2,affected,mild,C2,False,affected,True,OK
NA1_LAG50_006,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_006,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_006,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_007,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_007,NA1_LAG50,1.0,50.0,2,affected,mild,C3,False,affected,True,OK
NA1_LAG50_007,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_007,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_007,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_008,NA1_LAG50,1.0,50.0,2,affected,mild,C2,False,affected,True,OK
NA1_LAG50_008,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_008,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_008,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_008,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_009,NA1_LAG50,1.0,50.0,1,affected,cascade,C4,True,affected,True,OK
NA1_LAG50_009,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_009,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_009,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_009,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_010,NA1_LAG50,1.0,50.0,1,affected,mild,C4,True,affected,True,OK
NA1_LAG50_010,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_010,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_010,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_010,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_011,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_011,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_011,NA1_LAG50,1.0,50.0,4,affected,mild,C1,True,affected,True,OK
NA1_LAG50_011,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_011,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_012,NA1_LAG50,1.0,50.0,1,affected,cascade,C5,True,affected,True,OK
NA1_LAG50_012,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_012,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_012,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_012,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_013,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_013,NA1_LAG50,1.0,50.0,2,affected,mild,C2,False,affected,True,OK
NA1_LAG50_013,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_013,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_013,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_014,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_014,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_014,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_014,NA1_LAG50,1.0,50.0,5,affected,cascade,C2,True,affected,True,OK
NA1_LAG50_014,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015,NA1_LAG50,1.0,50.0,2,affected,mild,C3,False,affected,True,OK
NA1_LAG50_015,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015,NA1_LAG50,1.0,50.0,5,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_015,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016,NA1_LAG50,1.0,50.0,2,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016,NA1_LAG50,1.0,50.0,4,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_016,NA1_LAG50,1.0,50.0,5,affected,mild,C5,True,affected,True,OK
NA1_LAG50_016,NA1_LAG50,1.0,50.0,6,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017,NA1_LAG50,1.0,50.0,1,unrelated,unrelated,,,unrelated,True,OK
NA1_LAG50_017,NA1_LAG50,1.0,50.0,3,unrelated,unrelated,,,unrelated,True,OK
