case_id,case_type,ground_truth_label,model_answer,model_confidence,model_reason,parse_status
C6_001,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_002,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_003,C6,maintained,broken,0.85,"The phase portrait shows segments that deviate from the dominant shape, indicating a breakdown in the relationship between the channels at some points.",OK
C6_004,C6,maintained,broken,0.85,"The phase portrait shows a deviation from a consistent shape, with some segments not overlapping with the dominant trajectory, indicating a breakdown in the relationship.",OK
C6_005,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_006,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_007,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_008,C6,maintained,broken,0.85,"The phase portrait shows segments that deviate from the dominant shape, indicating a breakdown in the relationship between the channels at some points.",OK
C6_009,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C6_010,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_011,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear relationship between Channel A and Channel B throughout the interval, with no significant deviations in the trajectory.",OK
C6_012,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear relationship between Channel A and Channel B throughout the interval, with no significant deviations in the trajectory.",OK
C6_013,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_014,C6,maintained,broken,0.85,"The phase portrait shows segments that deviate from the dominant shape, indicating a breakdown in the relationship between Channel A and Channel B at some points.",OK
C6_015,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_016,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_017,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_018,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between the channels throughout the interval.",OK
C6_019,C6,maintained,broken,0.85,"The phase portrait shows a deviation from a consistent shape, with segments of different colors not overlapping the dominant trajectory, indicating a breakdown in the relationship.",OK
C6_020,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_021,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_022,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
C6_023,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_024,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with no significant deviations, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_025,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear relationship between Channel A and Channel B throughout the interval, with no significant deviations in the trajectory.",OK
C6_026,C6,maintained,broken,0.85,"The phase portrait shows segments that deviate from the main trajectory, indicating a breakdown in the relationship between Channel A and Channel B at some points.",OK
C6_027,C6,maintained,broken,0.95,"The phase portrait shows a yellow segment deviating from the dominant shape, indicating a breakdown in the relationship.",OK
C6_028,C6,maintained,maintained,0.95,"The phase portrait shows a consistent trajectory with overlapping colors, indicating a stable relationship between Channel A and Channel B throughout the interval.",OK
C6_029,C6,maintained,maintained,0.95,"The phase portrait shows a consistent linear trajectory with no significant deviations across the entire time interval, indicating a stable relationship between Channel A and Channel B.",OK
